Rk,Player,Age,Tm,Lg,TS%,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%
212,Collin Sexton,22,CLE,NBA,0.573,60,60,2115,18,0.239,0.347,3,7,4.9,22.6,1.4,0.4,11.6,29.7,111,118,2.6,0.9,3.5,0.08,1.9,-1.9,0,1,8.9,18.8,7.3,14.3,1.7,4.5,5.3,6.5,1,2.2,3.2,4.5,1.1,0.2,2.8,2.7,24.9,0.475,0.508,0.371,0.519,0.815
213,Dean Wade,24,CLE,NBA,0.573,63,19,1212,11.3,0.685,0.125,3.4,16.8,9.9,8.9,1.4,1.5,8.4,12.9,116,115,1.1,0.9,2,0.08,-1,-0.2,-1.2,0.2,4,9.2,1.7,2.9,2.3,6.3,0.9,1.2,1.1,5.3,6.4,2.2,1,0.6,0.9,2.3,11.2,0.431,0.571,0.366,0.556,0.769
214,Aaron Nesmith,21,BOS,NBA,0.573,46,1,669,9.4,0.607,0.157,4.6,16.6,10.6,4.6,1.1,1.3,10.8,13.7,113,114,0.5,0.6,1.1,0.076,-2.9,-0.4,-3.2,-0.2,4.2,9.6,2,3.8,2.2,5.8,1.2,1.5,1.5,5.3,6.8,1.2,0.8,0.5,1.2,4.7,11.7,0.438,0.543,0.37,0.551,0.786
215,Moses Brown,21,OKC,NBA,0.572,43,32,920,18.8,0,0.47,17.2,26.2,21.6,1.7,1.6,4.5,11.7,16.9,117,109,1.3,1.3,2.6,0.138,-1.2,-1.4,-2.6,-0.1,5.7,10.5,5.7,10.5,0,0,3.1,4.9,6,9,15,0.4,1.2,1.8,1.7,3.6,14.5,0.545,0.545,,0.545,0.619
216,Patrick Patterson,31,LAC,NBA,0.571,38,5,582,10.9,0.679,0.103,3.8,10.5,7.2,6.7,1.2,1.2,6,14,119,113,0.7,0.5,1.2,0.101,-0.4,-0.5,-0.9,0.2,4.5,10.2,2,3.3,2.5,6.9,0.8,1.1,1.2,3.5,4.6,1.8,0.9,0.5,0.7,2.8,12.2,0.436,0.604,0.357,0.558,0.765
217,Chimezie Metu,23,SAC,NBA,0.571,36,6,488,14.5,0.207,0.24,7,18.7,12.7,8.2,1.4,3.1,12.8,20,109,116,0.3,0.3,0.6,0.061,-2.3,-1.7,-3.9,-0.2,6.7,13.2,5.8,10.5,1,2.7,2.3,3.2,2.3,6,8.3,2.1,1,1.3,2.1,4.4,16.7,0.508,0.549,0.351,0.545,0.721
218,Justin Holiday,31,IND,NBA,0.571,72,52,2183,10.4,0.725,0.136,1.6,11.1,6.4,7,1.6,1.5,7.5,14,112,114,1.4,1.8,3.1,0.069,-0.7,-0.4,-1.1,0.5,4.3,10.3,1.4,2.8,2.9,7.5,1.1,1.4,0.5,3.7,4.2,2,1.2,0.7,0.9,2.2,12.5,0.413,0.494,0.382,0.551,0.788
219,Patty Mills,32,SAS,NBA,0.57,68,1,1685,11.8,0.702,0.128,1.1,6.3,3.7,13.5,1.2,0.2,9.3,18.4,111,117,1.3,0.8,2.2,0.062,0.1,-1.8,-1.6,0.2,5.4,13.1,1.9,3.9,3.4,9.2,1.5,1.7,0.4,2.1,2.5,3.5,0.9,0.1,1.4,1.7,15.7,0.412,0.5,0.375,0.544,0.91
220,DeAndre' Bembry,26,TOR,NBA,0.57,51,12,972,11.2,0.232,0.289,3.6,13.3,8.3,15.6,2.6,1.9,21.6,14.6,104,111,0.1,1.1,1.2,0.059,-3.2,1.2,-2.1,0,4.3,8.4,3.8,6.5,0.5,2,1.7,2.4,1.2,4.2,5.4,4,2,0.7,2.6,3.2,10.9,0.513,0.589,0.264,0.544,0.682
221,Malik Beasley,24,MIN,NBA,0.57,37,36,1214,14.6,0.535,0.133,2.4,12.4,7.2,11.6,1.2,0.5,8.6,24,109,118,0.9,0.4,1.3,0.053,1.7,-2.3,-0.6,0.4,7.8,17.8,4,8.3,3.8,9.5,2,2.4,0.8,4,4.8,2.6,0.9,0.2,1.8,1.8,21.5,0.44,0.487,0.399,0.547,0.85
222,D.J. Augustin,33,TOT,NBA,0.57,57,12,1129,12.1,0.633,0.274,1.9,7,4.4,22.2,1.2,0.1,14.5,16.8,117,117,1.5,0.5,2.1,0.088,-0.5,-1.6,-2.1,0,4.3,10.9,1.7,4,2.6,6.9,2.7,3,0.6,2.4,3,6,0.9,0,2.1,1.8,14,0.394,0.413,0.382,0.515,0.904
223,Donovan Mitchell,24,UTA,NBA,0.569,53,53,1771,21.3,0.423,0.29,3.1,10.6,7,26.7,1.4,0.7,10.7,33.5,115,110,3.9,2.2,6.2,0.167,4.1,-0.6,3.5,2.5,9.7,22.2,6.1,12.8,3.6,9.4,5.4,6.4,1,3.8,4.8,5.6,1.1,0.3,3,2.4,28.5,0.438,0.476,0.386,0.52,0.845
224,Malik Monk,22,CHO,NBA,0.569,42,0,878,13.6,0.531,0.18,1.7,10.9,6.2,15.7,1.1,0.5,11.3,23.8,108,116,0.5,0.5,1,0.054,0.3,-2.3,-1.9,0,7.1,16.4,3.6,7.7,3.5,8.7,2.4,3,0.6,3.6,4.1,3.6,0.8,0.2,2.3,1.9,20.1,0.434,0.471,0.401,0.54,0.819
225,Skylar Mays,23,ATL,NBA,0.569,33,0,269,16.8,0.408,0.255,4.2,10,7.1,16.4,2.6,0.7,7.6,19.1,121,113,0.5,0.3,0.8,0.14,1,0.6,1.6,0.2,5.9,13.1,4,7.8,1.9,5.4,2.9,3.3,1.3,3.3,4.7,4,1.9,0.3,1.2,2,16.6,0.449,0.517,0.35,0.52,0.88
226,De'Anthony Melton,22,MEM,NBA,0.568,52,1,1045,15.2,0.537,0.13,3,13.4,8.2,17.5,2.7,2.7,13.7,19.5,110,109,0.7,1.5,2.2,0.103,0.6,1.4,2,1,5.9,13.5,2.9,6.3,3,7.3,1.4,1.8,1,4.5,5.5,4.5,2.1,1.1,2.3,2.9,16.3,0.438,0.467,0.412,0.548,0.804
227,Andrew Wiggins,25,GSW,NBA,0.568,71,71,2364,15,0.348,0.225,3.7,11.8,7.8,10.9,1.3,2.6,9.8,23.3,107,111,1.2,2.7,3.9,0.08,-0.1,-0.6,-0.7,0.8,7.7,16.1,5.6,10.5,2.1,5.6,2.6,3.6,1.2,4,5.3,2.5,1,1.1,1.9,2.4,20.1,0.477,0.529,0.38,0.543,0.714
228,Dylan Windler,24,CLE,NBA,0.567,31,0,513,10.8,0.592,0.208,4.3,19.5,11.7,9.4,1.8,2.1,18.4,14.8,103,113,0,0.5,0.5,0.045,-1.8,0.1,-1.7,0,4,9.1,2.2,3.7,1.8,5.4,1.5,1.9,1.4,6.1,7.5,2.3,1.3,0.8,2.2,2.6,11.3,0.438,0.585,0.338,0.538,0.778
229,Saddiq Bey,21,DET,NBA,0.567,70,53,1909,12.6,0.666,0.213,2.5,16.2,9.3,7.6,1.3,0.6,7.4,18.7,112,114,1.6,1.7,3.3,0.082,0.3,-1.1,-0.8,0.6,5.3,13,2,4.4,3.3,8.7,2.3,2.8,0.8,5.2,6,1.8,1,0.3,1.1,2.1,16.2,0.404,0.45,0.38,0.53,0.844
230,Julius Randle,26,NYK,NBA,0.567,71,71,2667,19.7,0.294,0.325,3.5,25.7,14.7,27.2,1.2,0.6,13.8,29.3,111,107,3.4,4.3,7.8,0.14,3,0.7,3.7,3.8,8.1,17.8,6,12.6,2.2,5.3,4.7,5.8,1.1,8.6,9.8,5.8,0.9,0.2,3.3,3,23.1,0.456,0.474,0.411,0.516,0.811
231,Norvel Pelle,27,TOT,NBA,0.567,13,0,84,11.6,0,0.4,8.1,16.5,12.4,3,0.6,10,14.5,10.8,113,107,0.1,0.1,0.2,0.112,-3.4,2.4,-1,0,3.4,6.4,3.4,6.4,0,0,1.7,2.6,2.6,5.6,8.1,0.9,0.4,3.9,1.3,6,8.6,0.533,0.533,,0.533,0.667
232,Dario Šarić,26,PHO,NBA,0.567,50,4,871,14.3,0.395,0.289,6.1,18.4,12.4,10.4,1.7,0.4,12.9,22.6,109,111,0.7,1,1.7,0.093,-1.4,-0.8,-2.2,0,6.3,14.1,4.4,8.6,1.9,5.6,3.5,4.1,1.9,6,7.9,2.7,1.2,0.2,2.4,3.9,18.1,0.447,0.512,0.348,0.516,0.848
233,Buddy Hield,28,SAC,NBA,0.567,71,71,2433,12.8,0.727,0.105,1.3,14.1,7.6,14.7,1.2,1,11.1,20.7,109,119,1.5,0.7,2.2,0.044,0.8,-1.6,-0.8,0.7,6,14.7,1.8,4,4.2,10.7,1.3,1.5,0.4,4.5,4.9,3.8,0.9,0.4,1.9,2.6,17.4,0.406,0.446,0.391,0.548,0.846
234,Josh Hart,25,NOP,NBA,0.566,47,4,1349,12.2,0.561,0.259,4.3,26.1,15.2,10.6,1.4,0.8,11.3,13.5,117,113,1.4,1.3,2.7,0.097,-1.1,0,-1.1,0.3,4,9.2,2.3,4,1.7,5.2,1.8,2.4,1.4,8.6,10.1,2.9,1,0.3,1.3,3,11.6,0.439,0.583,0.326,0.531,0.775
235,Hassan Whiteside,31,SAC,NBA,0.566,36,4,546,19.2,0.004,0.353,12.2,31.8,21.9,5.6,0.8,7.1,13.4,23.5,107,111,0.3,0.6,0.9,0.081,-1.8,-0.6,-2.5,-0.1,8.3,14.8,8.3,14.7,0,0.1,2.7,5.2,4,10.2,14.2,1.3,0.6,3,2.6,4.8,19.3,0.563,0.565,0,0.563,0.519
236,Wendell Carter,21,TOT,NBA,0.566,54,44,1375,16.7,0.112,0.392,10.2,24.6,17.4,11.2,1.2,2.7,12.7,19.3,114,111,1.7,1.7,3.4,0.118,-1,-0.5,-1.5,0.1,6,12,5.6,10.6,0.4,1.3,3.4,4.7,3.5,8.1,11.6,2.7,0.9,1.1,2,3.8,15.9,0.503,0.53,0.294,0.52,0.732
237,Yuta Watanabe,26,TOR,NBA,0.565,50,4,723,12.2,0.5,0.161,5.3,19.4,12.1,7.7,1.7,2.6,9,12.7,117,111,0.7,0.8,1.5,0.102,-1.1,0.4,-0.7,0.2,3.9,9,2.1,4.5,1.8,4.5,1.2,1.4,1.8,6.1,7.9,2,1.3,0.9,0.9,2.8,10.9,0.439,0.478,0.4,0.539,0.828
238,Armoni Brooks,22,HOU,NBA,0.565,20,5,520,10.4,0.818,0.063,2,12.4,7,8.7,1.1,0.9,10,17.9,105,117,0.1,0.2,0.3,0.03,-1.3,-2,-3.3,-0.2,5.4,13.3,1.2,2.4,4.2,10.9,0.5,0.8,0.7,4,4.7,2.1,0.8,0.3,1.5,2.4,15.4,0.406,0.514,0.382,0.563,0.583
239,Paul Millsap,35,DEN,NBA,0.565,56,36,1162,16.4,0.357,0.244,7.4,18.1,12.8,11.6,2.2,3,10.3,18.6,117,110,1.7,1.6,3.2,0.133,0.4,0.1,0.5,0.7,5.9,12.4,4.4,8,1.5,4.4,2.2,3,2.4,5.8,8.1,3,1.6,1.1,1.6,3.4,15.6,0.476,0.55,0.343,0.537,0.724
240,De'Aaron Fox,23,SAC,NBA,0.565,58,58,2036,20.7,0.288,0.376,1.8,9.4,5.5,32.7,2.1,1.1,11.9,31,113,118,3.4,0.8,4.2,0.098,2.9,-1.5,1.4,1.7,9.4,19.6,7.5,14,1.8,5.7,5.3,7.4,0.6,3,3.6,7.4,1.5,0.5,3.1,3,25.8,0.477,0.539,0.322,0.523,0.719
241,Alec Burks,29,NYK,NBA,0.564,49,5,1255,14.8,0.492,0.236,1.8,17.6,9.8,13.2,1.2,1.1,8.2,21.3,114,109,1.5,1.8,3.3,0.126,0.6,0.3,0.9,0.9,6,14.3,3.1,7.3,2.9,7.1,2.9,3.4,0.6,5.9,6.5,3.1,0.9,0.4,1.4,2.9,17.9,0.42,0.425,0.415,0.522,0.856
242,Kent Bazemore,31,GSW,NBA,0.564,67,18,1333,10.6,0.469,0.199,2.1,16,9.1,11.1,2.4,2.2,16.1,16.3,101,108,-0.2,2.1,1.8,0.065,-2.9,1.3,-1.7,0.1,4.8,10.6,2.7,5.6,2,5,1.5,2.1,0.7,5.5,6.2,2.9,1.9,0.9,2.2,4.3,13,0.449,0.486,0.408,0.545,0.692
243,J.J. Redick,36,TOT,NBA,0.564,44,0,723,9.9,0.667,0.195,0.6,9,4.8,9.7,0.7,0.4,11,19.2,109,118,0.4,0.3,0.7,0.045,-1.5,-2.2,-3.7,-0.3,5.3,13.3,2,4.4,3.3,8.9,2.4,2.6,0.2,3,3.2,2.5,0.5,0.1,1.8,2.5,16.3,0.397,0.449,0.371,0.521,0.942
244,Freddie Gillespie,23,TOR,NBA,0.563,20,2,392,13.4,0,0.393,11.4,16,13.6,3.2,1.6,5.1,10.9,12.2,120,111,0.5,0.5,0.9,0.116,-3.1,-0.1,-3.2,-0.1,4,7.7,4,7.7,0,0,2.1,3,3.9,5.1,8.9,0.8,1.2,1.8,1.1,3.9,10.2,0.524,0.524,,0.524,0.697
245,Vernon Carey,19,CHO,NBA,0.563,19,4,115,11.7,0.194,0.306,5.6,20.1,12.7,2.6,0.4,4.3,10.9,17.2,108,113,0,0.1,0.2,0.066,-4.4,-1.8,-6.2,-0.1,5.6,11.3,5.3,9.1,0.3,2.2,2.8,3.4,1.9,6.6,8.5,0.6,0.3,1.6,1.6,4.1,14.4,0.5,0.586,0.143,0.514,0.818
246,Cameron Johnson,24,PHO,NBA,0.563,60,11,1437,11.8,0.694,0.122,2.6,12.9,7.9,8,1.3,1,7.3,17,112,113,1.2,1.4,2.6,0.086,0,-0.6,-0.6,0.5,5.1,12.1,2.2,3.7,2.9,8.4,1.3,1.5,0.8,4.2,5,2.2,0.9,0.4,1,2.1,14.4,0.42,0.581,0.349,0.541,0.847
247,Delon Wright,28,TOT,NBA,0.562,63,39,1748,16.3,0.332,0.243,4.1,13.1,8.6,23,2.8,1.5,12.6,16.3,118,113,2.5,1.8,4.3,0.117,0.7,1.3,2,1.7,4.9,10.7,3.6,7.1,1.3,3.5,2.1,2.6,1.3,4.2,5.5,5.7,2.1,0.6,1.7,1.5,13.3,0.463,0.509,0.372,0.525,0.802
248,Boban Marjanović,32,DAL,NBA,0.562,33,3,271,22.6,0.066,0.311,19.3,32.7,26,5.9,0.4,2.1,8,24.6,121,111,0.7,0.3,1,0.183,1.6,-2.7,-1.1,0.1,8.2,16.2,8.1,15.1,0.1,1.1,4.1,5,6.2,10.8,17,1.3,0.3,0.8,1.6,3.9,20.7,0.508,0.535,0.125,0.512,0.816
249,Jeff Teague,32,TOT,NBA,0.562,55,7,950,12.3,0.289,0.37,1.7,8.3,5.1,18.3,1.7,1.2,16.2,17.7,111,114,0.8,0.8,1.6,0.079,-1.7,-0.4,-2.1,0,4.7,10.8,3.3,7.7,1.4,3.1,3.4,4,0.6,2.8,3.3,5,1.3,0.5,2.4,2.1,14.1,0.433,0.431,0.439,0.496,0.848
250,Patrick Williams,19,CHI,NBA,0.562,71,71,1983,10.5,0.261,0.237,3.7,14.4,9.1,6.7,1.6,2,14.4,14.9,105,112,0.3,2.2,2.5,0.06,-2.7,0,-2.7,-0.3,4.6,9.6,3.6,7.1,1,2.5,1.7,2.3,1.2,4.7,5.9,1.8,1.2,0.8,1.8,2.3,11.9,0.483,0.515,0.391,0.534,0.728
251,Eric Paschall,24,GSW,NBA,0.561,40,2,695,13.4,0.181,0.315,4.3,15.1,9.8,11.4,0.8,0.9,11.2,23.5,106,113,0.2,0.7,0.9,0.062,-1.7,-1.5,-3.2,-0.2,7.7,15.4,6.7,12.6,0.9,2.8,3.5,4.9,1.5,5.2,6.6,2.6,0.6,0.4,2.2,3.5,19.7,0.497,0.533,0.333,0.527,0.713
252,Malcolm Brogdon,28,IND,NBA,0.561,56,56,1930,17.9,0.382,0.181,3.3,13.2,8.3,25.7,1.2,0.6,9.8,25.9,113,115,2.9,1.3,4.2,0.105,2.9,-1.4,1.5,1.7,8.3,18.3,5.6,11.3,2.7,7,2.9,3.3,1.1,4.4,5.5,6.1,0.9,0.3,2.1,2.1,22.1,0.453,0.493,0.388,0.527,0.864
253,Brandon Clarke,24,MEM,NBA,0.56,59,16,1415,17.3,0.156,0.228,7.2,17.5,12.3,9.5,2,3.2,5.7,17.2,119,109,2.2,2,4.2,0.142,0.3,1,1.3,1.2,6.5,12.6,6,10.6,0.5,2,2,2.9,2.5,5.9,8.3,2.4,1.5,1.3,0.8,2.1,15.5,0.517,0.565,0.26,0.537,0.69
254,T.J. Warren,27,IND,NBA,0.56,4,4,117,11.6,0.137,0.196,1.9,11.1,6.5,6.5,0.8,0,6.7,21.6,107,117,0.1,0.1,0.1,0.045,-3,-2.5,-5.5,-0.1,8.3,15.7,8.3,13.5,0,2.2,2.5,3.1,0.6,3.7,4.3,1.5,0.6,0,1.2,4.9,19.1,0.529,0.614,0,0.529,0.8
255,Nikola Vučević,30,TOT,NBA,0.56,70,70,2348,22.9,0.315,0.112,6.5,30.9,18.5,21.3,1.3,1.8,7.9,29.3,112,110,3.3,3,6.3,0.129,4.9,0.2,5.1,4.2,10.2,21.4,7.5,14.7,2.7,6.7,2,2.4,2.2,10.3,12.5,4.1,1,0.7,1.9,2.1,25.1,0.477,0.513,0.4,0.54,0.84
256,Kemba Walker,30,BOS,NBA,0.559,43,43,1369,17.7,0.522,0.22,1.3,12.6,6.9,23.8,1.7,0.8,10.6,26.1,114,114,2.1,1.1,3.3,0.115,2.5,-0.7,1.8,1.3,7.5,17.8,4.1,8.5,3.3,9.3,3.5,3.9,0.4,4,4.5,5.6,1.3,0.3,2.3,1.6,21.8,0.42,0.486,0.36,0.514,0.899
257,Elijah Bryant,25,MIL,NBA,0.559,1,0,32,10.6,0.385,0.231,6.8,12.7,9.9,12.6,0,2.8,21.8,24,100,115,0,0,0,0.008,-4.1,-3.6,-7.7,0,6.8,14.6,5.6,9,1.1,5.6,3.4,3.4,2.3,4.5,6.8,3.4,0,1.1,4.5,4.5,18,0.462,0.625,0.2,0.5,1
258,Facundo Campazzo,29,DEN,NBA,0.558,65,19,1425,11.6,0.686,0.289,1.8,8.9,5.3,20.2,2.7,1,17.1,13.1,117,112,1.6,1.5,3.1,0.105,-1.7,1,-0.8,0.5,3,8,1.1,2.5,1.9,5.5,2,2.3,0.6,2.8,3.4,5.9,2,0.4,1.8,3.3,10,0.381,0.444,0.352,0.502,0.879
259,Larry Nance,28,CLE,NBA,0.557,35,27,1091,13.2,0.419,0.18,5.4,19,12.1,14.4,2.8,1.4,15.8,13.9,109,111,0.5,1.3,1.8,0.08,-1.1,1.7,0.6,0.7,4.2,9,2.9,5.2,1.4,3.8,1,1.6,1.8,6,7.8,3.5,2,0.6,1.8,2.4,10.8,0.471,0.551,0.36,0.546,0.612
260,Keldon Johnson,21,SAS,NBA,0.557,69,67,1968,13.8,0.257,0.278,4.9,17.6,11.1,8.9,1,1,9,19.2,111,114,1.6,1.7,3.3,0.079,-0.8,-1.1,-1.9,0,6.2,12.9,5.1,9.6,1.1,3.3,2.7,3.6,1.7,5.8,7.5,2.2,0.7,0.4,1.4,2.6,16.1,0.479,0.531,0.331,0.522,0.74
261,Immanuel Quickley,21,NYK,NBA,0.557,64,3,1243,15.8,0.522,0.3,2.2,9.7,6,16.2,1.2,0.9,8.1,25.6,113,111,1.8,1.4,3.2,0.125,1.5,-0.9,0.6,0.8,6.6,16.8,3.2,8,3.4,8.8,4.5,5,0.7,3.2,4,3.7,0.9,0.3,1.7,3.3,21.2,0.395,0.401,0.389,0.497,0.891
262,David Nwaba,28,HOU,NBA,0.557,30,9,679,14.4,0.289,0.312,6,12.8,9.3,6.9,2.1,2.8,6.4,16.6,115,114,0.7,0.6,1.3,0.094,-1.3,1,-0.3,0.3,5.6,11.6,4.7,8.2,0.9,3.3,2.5,3.6,2.1,4.1,6.3,1.6,1.6,1.1,0.9,3.2,14.6,0.486,0.574,0.27,0.525,0.691
263,Jerami Grant,26,DET,NBA,0.556,54,54,1829,16.9,0.353,0.368,2.1,13.2,7.6,14.3,0.9,2.8,9.1,28.5,109,114,1.6,1.6,3.2,0.083,2,-1.2,0.9,1.3,7.9,18.3,5.6,11.9,2.3,6.5,5.7,6.8,0.7,4.2,4.9,3,0.7,1.1,2.1,2.5,23.7,0.429,0.473,0.35,0.491,0.845
264,Cory Joseph,29,TOT,NBA,0.556,63,13,1446,12.5,0.31,0.207,2.7,9.7,6.1,21.4,2,1.1,14.5,16.3,112,116,1.3,0.8,2.1,0.069,-1.9,-0.3,-2.1,-0.1,5,10.6,3.9,7.3,1.1,3.3,1.8,2.2,0.9,3.1,4,5.3,1.5,0.4,2,3.5,12.9,0.469,0.527,0.341,0.522,0.818
265,Mohamed Bamba,22,ORL,NBA,0.556,46,5,725,19.3,0.392,0.219,10.5,28,19,8.1,0.9,7.3,9.8,21.8,111,109,0.7,1.1,1.8,0.117,0.1,-0.1,0,0.4,7.1,14.9,5.2,9.1,1.9,5.9,2.2,3.3,3.8,9.4,13.2,1.7,0.7,2.9,1.8,4.3,18.2,0.472,0.568,0.322,0.535,0.682
266,LaMarcus Aldridge,35,TOT,NBA,0.556,26,23,674,15.7,0.27,0.159,3,15.8,9.4,11,0.8,3.7,7.9,22.2,109,113,0.5,0.6,1.1,0.08,-0.2,-0.4,-0.6,0.2,7.5,15.8,5.8,11.5,1.7,4.3,2.2,2.5,1,5.3,6.3,2.6,0.6,1.5,1.4,2.5,18.8,0.473,0.505,0.388,0.525,0.872
267,Anthony Davis,27,LAL,NBA,0.556,36,36,1162,22.1,0.163,0.349,6,21.5,13.8,16.4,1.9,4.5,9.5,29.2,110,104,1.3,2.4,3.7,0.152,2.9,1.6,4.5,1.9,9.3,19,8.5,15.9,0.8,3.1,4.9,6.6,1.9,6.9,8.9,3.4,1.4,1.8,2.3,1.9,24.4,0.491,0.536,0.26,0.512,0.738
268,Mason Jones,22,TOT,NBA,0.556,32,1,334,12.1,0.537,0.52,2.2,16,8.8,18.9,1,0.3,16.1,23,104,117,0,0.2,0.2,0.028,-1.2,-1.2,-2.4,0,5.6,13.3,3,6.1,2.6,7.1,4.3,6.9,0.8,5.2,5.9,4.5,0.8,0.1,3.1,2.6,18.1,0.423,0.491,0.364,0.52,0.625
269,Kevin Love,32,CLE,NBA,0.556,25,25,622,15.1,0.619,0.202,3,31.2,16.7,16,1.3,0.3,12.2,21.9,108,113,0.3,0.6,0.9,0.073,0.8,-0.8,0,0.3,6,14.6,2.7,5.6,3.3,9,2.4,3,1,9.8,10.8,3.6,0.9,0.1,2.2,1.5,17.7,0.409,0.479,0.365,0.522,0.824
270,Terence Davis,23,TOT,NBA,0.555,61,4,1074,12.7,0.586,0.121,2,14.1,7.9,11.4,2,1.2,11.6,21.8,104,115,0.1,0.8,0.8,0.038,-1,-1,-2,0,6.5,15.3,3.3,6.3,3.3,8.9,1.5,1.8,0.7,4.5,5.2,2.8,1.5,0.5,2.1,3.3,17.9,0.428,0.513,0.367,0.535,0.818
271,Isaiah Roby,22,OKC,NBA,0.555,61,34,1425,11.9,0.254,0.273,6.4,18.6,12.4,11.4,1.7,2.3,19,17.7,102,112,-0.3,1.5,1.3,0.043,-3.6,0.2,-3.5,-0.5,5.2,10.8,4.4,8.1,0.8,2.8,2.2,3,2.2,6.4,8.6,2.7,1.3,0.9,2.9,4.1,13.5,0.483,0.547,0.294,0.52,0.744
272,D'Angelo Russell,24,MIN,NBA,0.555,42,26,1196,17.6,0.475,0.229,1.4,8.9,5,33.6,1.8,1.3,13.5,29.1,108,117,1,0.6,1.6,0.063,3,-1.9,1.1,1,8.5,19.6,4.8,10.3,3.6,9.3,3.4,4.5,0.5,2.9,3.3,7.3,1.4,0.5,3.4,2,24,0.431,0.471,0.387,0.523,0.765
273,Trent Forrest,22,UTA,NBA,0.554,30,0,302,11.2,0.366,0.268,4,11.1,7.7,19.9,1.5,1.1,20.9,14.3,113,110,0.3,0.4,0.7,0.106,-2.9,0.7,-2.2,0,3.8,8.5,3.2,5.4,0.6,3.1,2.3,2.3,1.3,3.9,5.2,5.4,1.1,0.5,2.5,2.6,10.5,0.451,0.6,0.192,0.486,1
274,Glenn Robinson,27,SAC,NBA,0.554,23,2,369,9,0.444,0.232,3.3,10.4,6.8,7,0.5,0.7,9.2,14,112,122,0.3,0,0.3,0.033,-1.9,-2.8,-4.6,-0.2,4.1,9.7,2.5,5.4,1.6,4.3,2,2.2,1.1,3.3,4.4,2,0.4,0.3,1.1,2.2,11.8,0.424,0.473,0.364,0.505,0.913
275,Jalen McDaniels,23,CHO,NBA,0.554,47,18,904,11.4,0.37,0.225,5.3,15.1,10.1,8.6,1.5,2.1,12.6,17,107,113,0.3,0.9,1.2,0.062,-2.7,-0.5,-3.3,-0.3,5.3,11.3,3.9,7.1,1.4,4.2,1.8,2.5,1.8,4.9,6.7,2.1,1.1,0.8,1.8,3.8,13.8,0.468,0.547,0.333,0.53,0.703
276,Nemanja Bjelica,32,TOT,NBA,0.554,37,3,595,12.9,0.434,0.26,5.4,18.5,11.9,16.2,1.2,0.8,13.1,18.4,111,116,0.5,0.3,0.9,0.071,-1.4,-1.1,-2.5,-0.1,5.4,11.9,3.8,6.7,1.6,5.1,2.2,3.1,1.8,5.9,7.7,4.2,0.9,0.3,2,4.1,14.6,0.454,0.559,0.318,0.523,0.725
277,Jusuf Nurkić,26,POR,NBA,0.554,37,37,880,20.5,0.09,0.339,10.2,30.7,20.2,21.4,2.1,4,16,22.3,113,109,1.2,1.2,2.4,0.133,0.3,1.7,2,0.9,7,13.6,6.5,12.4,0.5,1.2,2.9,4.6,3.5,10.1,13.6,5.1,1.6,1.6,3,4.2,17.3,0.514,0.525,0.4,0.532,0.619
278,Marvin Bagley,21,SAC,NBA,0.554,43,42,1112,16.3,0.22,0.273,10.4,21.5,15.9,5.8,0.9,1.6,9.7,23.5,109,117,0.9,0.5,1.4,0.059,-0.6,-2.8,-3.4,-0.4,8,15.9,6.8,12.4,1.2,3.5,2.5,4.3,3.4,6.9,10.3,1.4,0.7,0.7,1.9,3.2,19.7,0.504,0.55,0.343,0.542,0.575
279,Semi Ojeleye,26,BOS,NBA,0.553,56,15,950,8.3,0.715,0.145,3.6,13.7,8.6,5.1,0.9,0,8.2,11.6,114,116,0.7,0.6,1.2,0.063,-1.5,-1.2,-2.7,-0.2,3.4,8.4,1.2,2.4,2.2,6,0.9,1.2,1.2,4.4,5.6,1.4,0.6,0,0.8,2.1,9.9,0.403,0.492,0.367,0.534,0.75
280,Robert Covington,30,POR,NBA,0.553,70,70,2243,11.2,0.699,0.122,2.8,19.8,11.1,6.8,2.2,3.4,10.7,11.5,113,112,1.4,2.4,3.7,0.08,-1.5,1.2,-0.3,1,3.3,8.2,1.1,2.5,2.2,5.7,0.8,1,1,6.5,7.5,1.9,1.6,1.3,1,3.1,9.5,0.401,0.451,0.379,0.533,0.806
281,Devonte' Graham,25,CHO,NBA,0.552,55,44,1659,14.6,0.713,0.236,1.4,8.4,4.8,26.3,1.4,0.4,10.2,21.4,115,116,2.5,0.9,3.4,0.099,1.6,-1.1,0.5,1,5.5,14.5,1.6,4.2,3.9,10.4,2.9,3.4,0.5,2.7,3.2,6.4,1,0.1,1.8,1.7,17.7,0.377,0.38,0.375,0.51,0.842
282,Goran Dragić,34,MIA,NBA,0.552,50,11,1337,13,0.44,0.22,2.2,12.1,7.2,25.9,1.2,0.6,16.2,24.5,104,114,0.2,1.2,1.3,0.048,-1.2,-1.8,-3,-0.3,6.5,14.9,4,8.4,2.5,6.6,2.7,3.3,0.7,3.9,4.6,5.9,0.9,0.2,3.2,3,18.1,0.432,0.479,0.373,0.514,0.828
